"CUSTOMER_KEY" "year_day" "TOU_CD" "MODEL_ID" "Month" "Day" "Year" "mdy" "predicted_usage" "GEO_KEY" "train_indicator_prediction" "model_indicator_prediction" "week_day" "season" "Actual_Usage" "median_temp" "train_indicator_actual" "model_indicator_actual" "residual" "on_off_peak"
10305996 1 "Winter-On-Peak" 1 1 1 2013 2013-01-01 14.6088720969023 "CC" "TEST" "Temperature Model" "Tues" "Winter" 11.925 73.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -2.68387209690233 "On-Peak"
10305996 2 "Winter-On-Peak" 1 1 2 2013 2013-01-02 14.6088720969023 "CC" "TEST" "Temperature Model" "Wed" "Winter" 14.047 71 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -0.561872096902334 "On-Peak"
10305996 3 "Winter-On-Peak" 1 1 3 2013 2013-01-03 14.6088720969023 "CC" "TEST" "Temperature Model" "Thurs" "Winter" 10.925 71 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -3.68387209690233 "On-Peak"
10305996 4 "Winter-On-Peak" 1 1 4 2013 2013-01-04 14.6088720969023 "CC" "TEST" "Temperature Model" "Fri" "Winter" 15.491 72.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" 0.882127903097665 "On-Peak"
10305996 5 "Winter-Off-Peak" 1 1 5 2013 2013-01-05 15.0898185875301 "CC" "TEST" "Temperature Model" "Sat" "Winter" 10.033 76.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -5.05681858753013 "Off-Peak"
10305996 6 "Winter-Off-Peak" 1 1 6 2013 2013-01-06 15.0898185875301 "CC" "TEST" "Temperature Model" "Sun" "Winter" 13.804 76.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -1.28581858753013 "Off-Peak"
10305996 7 "Winter-On-Peak" 1 1 7 2013 2013-01-07 14.6088720969023 "CC" "TEST" "Temperature Model" "Mon" "Winter" 13.145 76.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -1.46387209690234 "On-Peak"
10305996 8 "Winter-On-Peak" 1 1 8 2013 2013-01-08 14.6088720969023 "CC" "TEST" "Temperature Model" "Tues" "Winter" 9.937 89 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -4.67187209690234 "On-Peak"
10305996 9 "Winter-On-Peak" 1 1 9 2013 2013-01-09 14.6088720969023 "CC" "TEST" "Temperature Model" "Wed" "Winter" 12.248 73.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -2.36087209690234 "On-Peak"
10305996 10 "Winter-On-Peak" 1 1 10 2013 2013-01-10 14.6088720969023 "CC" "TEST" "Temperature Model" "Thurs" "Winter" 8.109 73 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -6.49987209690233 "On-Peak"
10305996 11 "Winter-On-Peak" 1 1 11 2013 2013-01-11 14.6088720969023 "CC" "TEST" "Temperature Model" "Fri" "Winter" 7.451 77.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -7.15787209690234 "On-Peak"
10305996 12 "Winter-Off-Peak" 1 1 12 2013 2013-01-12 15.0898185875301 "CC" "TEST" "Temperature Model" "Sat" "Winter" 6.682 81 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -8.40781858753013 "Off-Peak"
10305996 13 "Winter-Off-Peak" 1 1 13 2013 2013-01-13 15.0898185875301 "CC" "TEST" "Temperature Model" "Sun" "Winter" 11.787 72 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -3.30281858753013 "Off-Peak"
10305996 14 "Winter-On-Peak" 1 1 14 2013 2013-01-14 14.6088720969023 "CC" "TEST" "Temperature Model" "Mon" "Winter" 7.774 69 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -6.83487209690233 "On-Peak"
10305996 15 "Winter-On-Peak" 1 1 15 2013 2013-01-15 14.6088720969023 "CC" "TEST" "Temperature Model" "Tues" "Winter" 7.07 69.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -7.53887209690233 "On-Peak"
10305996 16 "Winter-On-Peak" 1 1 16 2013 2013-01-16 14.6088720969023 "CC" "TEST" "Temperature Model" "Wed" "Winter" 8.45 73.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -6.15887209690234 "On-Peak"
10305996 17 "Winter-On-Peak" 1 1 17 2013 2013-01-17 14.6088720969023 "CC" "TEST" "Temperature Model" "Thurs" "Winter" 9.073 77.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -5.53587209690233 "On-Peak"
10305996 18 "Winter-On-Peak" 1 1 18 2013 2013-01-18 14.6088720969023 "CC" "TEST" "Temperature Model" "Fri" "Winter" 10.602 92.5 "ACTUAL_Usage" "ACTUAL_Usage_Baseline" -4.00687209690233 "On-Peak"
